infection probability,end infection probability,mean duration,st. deviation of ticks,mean removed,st. deviation of removed turtles
0.99,0.5,10.597938144329897,4.322789447297678,100.0,40.105084877268865
0.99,1.0,6.0,4.322789447297678,100.0,40.105084877268865
0.5,0.5,12.89,4.322789447297678,96.07,40.105084877268865
0.5,1.0,10.57,4.322789447297678,76.97,40.105084877268865
0.01,0.5,5.08,4.322789447297678,10.59,40.105084877268865
0.01,1.0,1.25,4.322789447297678,10.29,40.105084877268865
