infection probability,end infection probability,mean duration,st. deviation of ticks,mean removed,st. deviation of removed turtles
0.99,0.5,8.814432989690722,3.3636043572381245,50.0,17.47943331997775
0.99,1.0,4.99,3.3636043572381245,49.98,17.47943331997775
0.5,0.5,10.45,3.3636043572381245,46.01,17.47943331997775
0.5,1.0,6.04,3.3636043572381245,38.95,17.47943331997775
0.01,0.5,4.97,3.3636043572381245,10.43,17.47943331997775
0.01,1.0,1.24,3.3636043572381245,10.25,17.47943331997775
