infection probability,end infection probability,mean duration,st. deviation of ticks,mean removed,st. deviation of removed turtles
0.99,0.5,9.525773195876289,3.8924380743642035,49.95876288659794,18.244881276171167
0.99,1.0,6.0,3.8924380743642035,50.0,18.244881276171167
0.5,0.5,12.1,3.8924380743642035,43.48,18.244881276171167
0.5,1.0,6.89,3.8924380743642035,33.52,18.244881276171167
0.01,0.5,4.79,3.8924380743642035,8.44,18.244881276171167
0.01,1.0,1.15,3.8924380743642035,8.15,18.244881276171167
