infection probability,end infection probability,mean duration,st. deviation of ticks,mean removed,st. deviation of removed turtles
0.99,0.5,9.97938144329897,4.251709663589517,100.0,40.180304509574896
0.99,1.0,5.0,4.251709663589517,100.0,40.180304509574896
0.5,0.5,12.79,4.251709663589517,96.06,40.180304509574896
0.5,1.0,9.02,4.251709663589517,80.45,40.180304509574896
0.01,0.5,5.02,4.251709663589517,10.68,40.180304509574896
0.01,1.0,1.29,4.251709663589517,10.36,40.180304509574896
